id_pago,codigo_pago,id_operacion,fecha_pago,medio_pago,monto_pagado,estado_pago
120,PG00120,120,2026-03-10,Transferencia,687.55,Pagado
121,PG00121,121,2026-05-25,Tarjeta,1591.29,Parcial
122,PG00122,122,2026-03-06,Efectivo,0.0,Anulado
123,PG00123,123,2026-03-06,Yape/Plin,0.0,Anulado
124,PG00124,124,2026-02-27,Transferencia,64.50,Pagado
125,PG00125,125,2026-05-08,Tarjeta,2354.93,Parcial
126,PG00126,126,2026-06-24,Efectivo,3995.79,Pagado
127,PG00127,127,2026-03-23,Yape/Plin,427.35,Pagado
128,PG00128,128,2026-02-05,Transferencia,943.89,Pagado
129,PG00129,129,2026-06-26,Tarjeta,131.94,Pagado
130,PG00130,130,2026-06-03,Efectivo,1020.80,Pagado
131,PG00131,131,2026-02-23,Yape/Plin,125.20,Pagado
132,PG00132,132,2026-04-05,Transferencia,0.0,Anulado
133,PG00133,133,2026-03-07,Tarjeta,475.00,Pagado
134,PG00134,134,2026-05-01,Efectivo,1380.04,Parcial
135,PG00135,135,2026-04-08,Yape/Plin,1402.41,Pagado
136,PG00136,136,2026-03-22,Transferencia,796.96,Parcial
137,PG00137,137,2026-03-12,Tarjeta,0.0,Anulado
138,PG00138,138,2026-01-01,Efectivo,312.95,Pagado
139,PG00139,139,2026-04-20,Yape/Plin,452.90,Pagado
140,PG00140,140,2026-06-14,Transferencia,577.68,pagado
141,PG00141,141,2026-04-15,Tarjeta,170.20,Pagado
142,PG00142,142,2026-06-04,Efectivo,1909.84,Parcial
143,PG00143,143,2026-01-08,Yape/Plin,0.0,Anulado
144,PG00144,144,2026-02-18,Transferencia,2148.1,Pagado
145,PG00145,145,2026-02-20,Tarjeta,220.00,Pagado
146,PG00146,146,2026-04-21,Efectivo,158.02,Pagado
147,PG00147,147,2026-05-06,Yape/Plin,739.26,Parcial
148,PG00148,148,2026-04-11,Transferencia,0.0,Anulado
149,PG00149,149,2026-04-15,Tarjeta,321.84,Pagado
150,PG00150,150,2026-05-11,Efectivo,171.62,Parcial
151,PG00151,151,2026-04-11,Yape/Plin,724.12,Parcial
152,PG00152,152,2026-01-15,Transferencia,4461.18,pagado
153,PG00153,153,2026-05-15,Tarjeta,205.33,Pagado
154,PG00154,154,2026-04-26,Efectivo,0.0,Anulado
155,PG00155,155,2026-03-24,Yape/Plin,300.95,Pagado
156,PG00156,156,2026-03-09,Transferencia,1020.40,Pagado
157,PG00157,157,2026-03-27,Tarjeta,0.0,Anulado
158,PG00158,158,2026-01-10,Efectivo,4026.67,Pagado
159,PG00159,159,2026-02-01,Yape/Plin,4021.36,Parcial
160,PG00160,160,2026-02-12,Transferencia,212.36,Pagado
161,PG00161,161,2026-04-28,Tarjeta,374.05,Pagado
162,PG00162,162,2026-03-22,Efectivo,0.0,Anulado
163,PG00163,163,2026-03-02,Yape/Plin,388.28,Pagado
164,PG00164,164,2026-02-18,Transferencia,475.00,Pagado
165,PG00165,165,2026-03-23,Tarjeta,468.09,Pagado
166,PG00166,166,2026-01-25,Efectivo,0.0,Anulado
167,PG00167,167,2026-01-25,Yape/Plin,73.78,Pagado
168,PG00168,168,2026-03-01,Transferencia,64.00,Pagado
169,PG00169,169,2026-05-16,Tarjeta,46.52,Parcial
170,PG00170,170,,Efectivo,0.0,Anulado
171,PG00171,171,2026-03-27,Yape/Plin,193.76,Pagado
172,PG00172,172,2026-02-14,Transferencia,771.43,Parcial
173,PG00173,173,2026-03-28,Tarjeta,48.00,Pagado
174,PG00174,174,2026-03-07,Efectivo,681.04,Pagado
175,PG00175,175,2026-02-12,Yape/Plin,0.0,Anulado
176,PG00176,176,2026-05-19,Transferencia,176.70,Pagado
177,PG00177,177,2026-02-07,Tarjeta,70.02,Pagado
178,PG00178,178,2026-01-17,Efectivo,0.0,Anulado
179,PG00179,179,2026-05-16,Yape/Plin,487.50,Pagado
180,PG00180,180,2026-03-04,Transferencia,465.03,Pagado
181,PG00181,181,2026-01-13,Tarjeta,382.02,Parcial
182,PG00182,182,2026-01-21,Efectivo,0.0,Anulado
183,PG00183,183,2026-04-21,Yape/Plin,343.93,Pagado
184,PG00184,184,2026-06-07,Transferencia,10.00,Pagado
185,PG00185,185,2026-03-27,Tarjeta,5326.44,Pagado
186,PG00186,186,2026-01-20,Efectivo,305.84,Pagado
187,PG00187,187,2026-02-12,Yape/Plin,40.35,Pagado
188,PG00188,188,2026-02-10,Transferencia,978.56,Parcial
189,PG00189,189,2026-05-01,Tarjeta,0.0,Anulado
190,PG00190,190,2026-02-08,Efectivo,1679.3,Parcial
191,PG00191,191,2026-03-21,Yape/Plin,225.40,Pagado
192,PG00192,192,2026-04-10,Transferencia,340.00,Pagado
193,PG00193,193,2026-06-27,Tarjeta,380.00,Pagado
194,PG00194,194,2026-03-01,Efectivo,156.80,Pagado
195,PG00195,195,2026-01-09,Yape/Plin,594.56,Pagado
196,PG00196,196,2025-12-11,Transferencia,1017.4,Parcial
197,PG00197,197,2026-06-21,Tarjeta,55.11,Pagado
198,PG00198,198,2026-05-14,Efectivo,320.64,Parcial
199,PG00199,199,2026-05-05,Yape/Plin,0.0,Anulado
200,PG00200,200,2026-01-04,Transferencia,110.78,Pagado
201,PG00201,201,2026-04-09,Tarjeta,539.29,Pagado
202,PG00202,202,2026-03-15,Efectivo,599.07,Pagado
203,PG00203,203,2026-06-26,Yape/Plin,149.81,Pagado
204,PG00204,204,2026-06-15,Transferencia,155.77,Pagado
205,PG00205,205,2026-01-26,Tarjeta,141.18,Pagado
206,PG00206,206,2026-06-20,Efectivo,179.10,Pagado
207,PG00207,207,2026-06-01,Yape/Plin,2197.36,Pagado
208,PG00208,208,2026-04-27,Transferencia,3187.66,pagado
209,PG00209,209,2026-06-26,Tarjeta,323.63,Pagado
210,PG00210,210,2026-04-22,Efectivo,244.20,Pagado
211,PG00211,211,2026-06-16,Yape/Plin,0.0,Anulado
212,PG00212,212,2026-03-12,Transferencia,618.10,Pagado
213,PG00213,213,2026-02-10,Tarjeta,0.0,Anulado
214,PG00214,214,2026-06-04,Efectivo,130.00,Pagado
215,PG00215,215,2026-06-06,Yape/Plin,0.0,Anulado
216,PG00216,216,2026-01-04,Transferencia,204.85,Pagado
217,PG00217,217,2026-03-09,Tarjeta,15.00,Pagado
218,PG00218,218,2026-02-17,Efectivo,2111.95,Parcial
219,PG00219,219,2026-05-15,Yape/Plin,1103.17,Parcial
220,PG00220,220,2026-05-16,Transferencia,383.76,Pagado
221,PG00221,221,2026-01-03,Tarjeta,6618.44,pagado
222,PG00222,222,2026-06-20,Efectivo,507.80,Pagado
223,PG00223,223,2026-06-01,Yape/Plin,445.29,Pagado
224,PG00224,224,2026-04-19,Transferencia,0.0,Anulado
225,PG00225,225,2026-06-14,Tarjeta,0.0,Anulado
226,PG00226,226,2025-12-14,Efectivo,64.50,Pagado
227,PG00227,227,2026-04-13,Yape/Plin,1457.6,Parcial
228,PG00228,228,2026-04-11,Transferencia,173.00,Pagado
229,PG00229,229,2026-03-05,Tarjeta,0.0,Anulado
230,PG00230,230,2026-04-10,Efectivo,421.60,Pagado
231,PG00231,231,2026-06-03,Yape/Plin,402.68,Pagado
232,PG00232,232,2026-02-13,Transferencia,265.36,Pagado
233,PG00233,233,2026-01-05,Tarjeta,522.70,Pagado
234,PG00234,234,2026-03-06,Efectivo,40.35,Pagado
235,PG00235,235,2026-06-18,Yape/Plin,74.81,Pagado
236,PG00236,236,2026-05-19,Transferencia,878.14,Pagado
237,PG00237,237,2026-03-16,Tarjeta,1107.64,Pagado
238,PG00238,238,2026-06-26,Efectivo,72.00,Pagado
239,PG00239,239,2026-06-10,Yape/Plin,0.0,Anulado
240,PG00240,240,2026-01-05,Transferencia,364.62,Pagado
241,PG00241,241,,Tarjeta,141.18,Pagado
242,PG00242,242,2026-01-15,Efectivo,14.20,Pagado
243,PG00243,243,2026-05-01,Yape/Plin,211.48,Pagado
244,PG00244,244,2026-03-12,Transferencia,70.59,Pagado
245,PG00245,245,2026-03-11,Tarjeta,94.12,Pagado
246,PG00246,246,2026-01-09,Efectivo,0.0,Anulado
247,PG00247,247,2026-03-14,Yape/Plin,133.94,Pagado
248,PG00248,248,2026-05-26,Transferencia,285.24,Pagado
249,PG00249,249,2026-02-24,Tarjeta,94.00,Pagado
250,PG00250,250,2026-06-21,Efectivo,921.5,Parcial
251,PG00251,251,2026-05-08,Yape/Plin,17.45,Pagado
252,PG00252,252,2026-05-15,Transferencia,0.0,Anulado
253,PG00253,253,,Tarjeta,634.25,Pagado
254,PG00254,254,2026-02-26,Efectivo,214.22,Pagado
255,PG00255,255,2026-03-27,Yape/Plin,0.0,Anulado
256,PG00256,256,2026-04-03,Transferencia,2631.45,Parcial
257,PG00257,257,2026-02-18,Tarjeta,254.78,Pagado
258,PG00258,258,,Efectivo,1073.28,Parcial
259,PG00259,259,2026-01-09,Yape/Plin,1654.27,pagado
260,PG00260,260,2026-02-02,Transferencia,497.48,Parcial
261,PG00261,261,2026-02-21,Tarjeta,183.70,Pagado
262,PG00262,262,2026-06-24,Efectivo,728.27,parcial
263,PG00263,263,2026-05-28,Yape/Plin,450.94,Pagado
264,PG00264,264,2026-06-23,Transferencia,96.31,Pagado
265,PG00265,265,2026-06-12,Tarjeta,554.60,Pagado
266,PG00266,266,2026-06-13,Efectivo,1008.64,Parcial
267,PG00267,267,2026-03-14,Yape/Plin,515.72,Pagado
268,PG00268,268,2026-01-16,Transferencia,0.0,Anulado
269,PG00269,269,2026-04-20,Tarjeta,390.00,Pagado
270,PG00270,270,2026-03-23,Efectivo,343.94,Pagado
271,PG00271,271,2026-06-17,Yape/Plin,380.00,Pagado
272,PG00272,272,2026-01-24,Transferencia,32.00,Pagado
273,PG00273,273,2026-05-02,Tarjeta,0.0,Anulado
274,PG00274,274,2026-01-16,Efectivo,273.37,Pagado
275,PG00275,275,2026-03-10,Yape/Plin,213.18,Pagado
276,PG00276,276,2026-06-24,Transferencia,0.0,Anulado
277,PG00277,277,2026-03-23,Tarjeta,0.0,Anulado
278,PG00278,278,2026-02-12,Efectivo,14.20,Pagado
279,PG00279,279,2026-02-10,Yape/Plin,816.27,Parcial
280,PG00280,280,2026-03-04,Transferencia,186.80,Pagado
281,PG00281,281,2026-02-23,Tarjeta,0.0,Anulado
282,PG00282,282,2026-03-24,Efectivo,200.00,Pagado
283,PG00283,283,2026-01-08,Yape/Plin,20.00,Pagado
284,PG00284,284,2026-05-02,Transferencia,403.50,Pagado
285,PG00285,285,2026-02-05,Tarjeta,524.01,Pagado
286,PG00286,286,2026-04-24,Efectivo,406.08,Pagado
287,PG00287,287,2026-02-17,Yape/Plin,380.00,Pagado
288,PG00288,288,2026-02-22,Transferencia,737.68,Parcial
289,PG00289,289,2026-05-25,Tarjeta,188.24,Pagado
290,PG00290,290,2026-05-15,Efectivo,375.24,Pagado
291,PG00291,291,2026-03-03,Yape/Plin,550.00,Pagado
292,PG00292,292,2026-05-22,Transferencia,52.35,Pagado
293,PG00293,293,2026-06-24,Tarjeta,149.62,Pagado
294,PG00294,294,2026-02-09,Efectivo,52.10,Pagado
295,PG00295,295,2026-06-12,Yape/Plin,351.08,Pagado
296,PG00296,296,2026-06-02,Transferencia,141.40,Pagado
297,PG00297,297,2026-05-08,Tarjeta,380.34,Pagado
298,PG00298,298,2026-06-15,Efectivo,2950.91,pagado
299,PG00299,299,2026-03-27,Yape/Plin,0.0,Anulado
300,PG00300,300,2026-06-15,Transferencia,95.00,Pagado
301,PG00301,301,2026-04-06,Tarjeta,398.41,Pagado
302,PG00302,302,2026-05-06,Efectivo,456.66,Pagado
303,PG00303,303,2026-04-02,Yape/Plin,1128.4,Parcial
304,PG00304,304,2026-04-02,Transferencia,139.10,Pagado
305,PG00305,305,2026-05-06,Tarjeta,0.0,Anulado
306,PG00306,306,2026-04-07,Efectivo,236.87,Pagado
307,PG00307,307,2026-06-24,Yape/Plin,550.00,Pagado
308,PG00308,308,2026-01-09,Transferencia,169.81,Pagado
309,PG00309,309,2026-01-10,Tarjeta,613.06,Pagado
310,PG00310,310,2025-12-25,Efectivo,205.90,Pagado
311,PG00311,311,2026-02-28,Yape/Plin,307.07,Pagado
312,PG00312,312,2026-05-23,Transferencia,0.0,Anulado
313,PG00313,313,2026-02-14,Tarjeta,149.62,Pagado
314,PG00314,314,2026-04-11,Efectivo,3471.86,Parcial
315,PG00315,315,2026-01-26,Yape/Plin,244.39,Pagado
316,PG00316,316,2026-03-27,Transferencia,862.74,Pagado
317,PG00317,317,2026-06-13,Tarjeta,147.87,Pagado
318,PG00318,318,2026-06-01,Efectivo,3770.05,Parcial
319,PG00319,319,2026-06-03,Yape/Plin,693.06,Pagado
320,PG00320,320,2026-04-05,Transferencia,1407.63,Parcial
321,PG00321,321,2026-03-26,Tarjeta,87.25,Pagado
322,PG00322,322,2026-06-10,Efectivo,668.68,Pagado
323,PG00323,323,2026-01-16,Yape/Plin,598.78,Pagado
324,PG00324,324,2026-04-16,Transferencia,1376.64,Parcial
325,PG00325,325,2026-06-15,Tarjeta,89.58,Pagado
326,PG00326,326,2026-04-07,Efectivo,0.0,Anulado
327,PG00327,327,2026-03-08,Yape/Plin,676.85,Pagado
328,PG00328,328,2026-06-02,Transferencia,141.18,Pagado
329,PG00329,329,2026-03-08,Tarjeta,297.01,Pagado
330,PG00330,330,2026-02-18,Efectivo,60.77,Pagado
331,PG00331,331,2026-01-02,Yape/Plin,0.0,Anulado
332,PG00332,332,2026-06-21,Transferencia,430.20,Pagado
333,PG00333,333,2026-06-21,Tarjeta,552.24,pagado
334,PG00334,334,2026-05-14,Efectivo,236.88,Pagado
335,PG00335,335,2026-01-05,Yape/Plin,196.6,Parcial
336,PG00336,336,2026-01-06,Transferencia,211.08,Pagado
337,PG00337,337,2026-04-23,Tarjeta,152.59,Pagado
338,PG00338,338,2026-05-16,Efectivo,28.40,Pagado
339,PG00339,339,2026-02-09,Yape/Plin,474.49,Pagado
340,PG00340,340,2026-02-19,Transferencia,1044.78,Pagado
341,PG00341,341,2026-03-05,Tarjeta,295.94,Pagado
342,PG00342,342,2026-02-14,Efectivo,364.35,Parcial
343,PG00343,343,2026-06-22,Yape/Plin,0.0,Anulado
344,PG00344,344,2026-05-17,Transferencia,5156.77,Pagado
345,PG00345,345,2026-03-04,Tarjeta,89.78,Pagado
346,PG00346,346,2026-01-14,Efectivo,75.33,Pagado
347,PG00347,347,2026-02-09,Yape/Plin,0.0,Anulado
348,PG00348,348,2026-03-18,Transferencia,220.64,Pagado
349,PG00349,349,2026-02-05,Tarjeta,656.04,Pagado
350,PG00350,350,2026-04-02,Efectivo,367.67,Pagado
351,PG00351,351,2026-06-20,Yape/Plin,448.86,Pagado
352,PG00352,352,2026-02-12,Transferencia,455.66,Pagado
353,PG00353,353,2026-04-02,Tarjeta,231.99,Pagado
354,PG00354,354,2026-01-26,Efectivo,2891.73,pagado
355,PG00355,355,2026-04-15,Yape/Plin,4290.36,pagado
356,PG00356,356,2026-06-22,Transferencia,299.33,Pagado
357,PG00357,357,2026-01-06,Tarjeta,655.30,Pagado
358,PG00358,358,2026-04-04,Efectivo,293.04,Pagado
359,PG00359,359,2026-01-23,Yape/Plin,0.0,Anulado
360,PG00360,360,2026-06-27,Transferencia,823.89,Pagado
361,PG00361,361,2026-05-12,Tarjeta,147.56,Pagado
362,PG00362,362,2026-04-23,Efectivo,3444.95,Pagado
363,PG00363,363,2026-04-25,Yape/Plin,330.00,Pagado
364,PG00364,364,2026-04-26,Transferencia,0.0,Anulado
365,PG00365,365,2026-05-23,Tarjeta,578.70,Pagado
366,PG00366,366,2026-02-10,Efectivo,786.00,Pagado
367,PG00367,367,2026-03-12,Yape/Plin,0.0,Anulado
368,PG00368,368,2026-02-06,Transferencia,47.88,Pagado
369,PG00369,369,2026-02-11,Tarjeta,498.34,Pagado
370,PG00370,370,2026-05-13,Efectivo,0.0,Anulado
371,PG00371,371,2026-06-12,Yape/Plin,259.07,Pagado
372,PG00372,372,2026-03-16,Transferencia,473.24,Pagado
373,PG00373,373,2026-02-22,Tarjeta,333.92,Pagado
374,PG00374,374,2026-01-23,Efectivo,90.00,Pagado
375,PG00375,375,2026-06-04,Yape/Plin,0.0,Anulado
376,PG00376,376,2026-03-14,Transferencia,794.18,pagado
377,PG00377,377,,Tarjeta,169.03,Pagado
378,PG00378,378,2026-03-27,Efectivo,36.89,Pagado
379,PG00379,379,2026-06-09,Yape/Plin,476.12,Pagado
380,PG00380,380,2026-05-27,Transferencia,0.0,Anulado
381,PG00381,381,2026-06-06,Tarjeta,0.0,Anulado
382,PG00382,382,2026-05-06,Efectivo,0.0,Anulado
383,PG00383,383,2026-04-28,Yape/Plin,411.20,Pagado
384,PG00384,384,2026-02-21,Transferencia,240.25,Pagado
385,PG00385,385,2026-03-09,Tarjeta,47.88,Pagado
386,PG00386,386,2026-05-12,Efectivo,386.48,Pagado
387,PG00387,387,2026-03-24,Yape/Plin,244.05,Pagado
388,PG00388,388,2026-06-03,Transferencia,3641.51,Parcial
389,PG00389,389,2026-04-16,Tarjeta,291.34,Pagado
390,PG00390,390,2026-05-16,Efectivo,0.0,Anulado
391,PG00391,391,2026-05-12,Yape/Plin,377.42,Pagado
392,PG00392,392,2026-03-25,Transferencia,569.64,Pagado
393,PG00393,393,2026-04-09,Tarjeta,0.0,Anulado
394,PG00394,394,2026-02-10,Efectivo,205.88,Pagado
395,PG00395,395,2026-01-18,Yape/Plin,684.84,Parcial
396,PG00396,396,2026-03-08,Transferencia,518.00,Pagado
397,PG00397,397,2026-02-12,Tarjeta,380.99,Pagado
398,PG00398,398,2026-04-09,Efectivo,5832.64,Pagado
399,PG00399,399,2026-06-26,Yape/Plin,239.91,Pagado
400,PG00400,400,2026-01-09,Transferencia,0.0,Anulado
401,PG00401,401,2026-06-18,Tarjeta,117.65,Pagado
402,PG00402,402,2026-04-26,Efectivo,0.0,Anulado
403,PG00403,403,2026-05-22,Yape/Plin,330.41,Pagado
404,PG00404,404,2026-03-10,Transferencia,0.0,Anulado
405,PG00405,405,2026-03-11,Tarjeta,0.0,Anulado
406,PG00406,406,2026-04-12,Efectivo,1086.87,Parcial
407,PG00407,407,2026-02-20,Yape/Plin,190.26,Pagado
408,PG00408,408,2026-01-21,Transferencia,0.0,Anulado
409,PG00409,409,2026-05-25,Tarjeta,0.0,Anulado
410,PG00410,410,2026-05-22,Efectivo,487.34,Pagado
411,PG00411,411,2026-02-03,Yape/Plin,0.0,Anulado
412,PG00412,412,2026-05-22,Transferencia,582.40,Pagado
413,PG00413,413,2026-04-12,Tarjeta,0.0,Anulado
414,PG00414,414,2026-06-08,Efectivo,500.07,Parcial
415,PG00415,415,2026-04-01,Yape/Plin,411.73,pagado
416,PG00416,416,2026-05-13,Transferencia,704.11,Pagado
417,PG00417,417,2026-03-14,Tarjeta,238.56,Pagado
418,PG00418,418,2026-01-25,Efectivo,110.67,Pagado
419,PG00419,419,2026-03-11,Yape/Plin,570.00,Pagado
420,PG00420,420,2026-04-07,Transferencia,74.81,Pagado
421,PG00421,421,2026-01-02,Tarjeta,348.80,Pagado
422,PG00422,422,2026-06-17,Efectivo,23.53,Pagado
423,PG00423,423,2026-01-01,Yape/Plin,0.0,anulado
424,PG00424,424,2026-05-20,Transferencia,699.02,Pagado
425,PG00425,425,2026-03-04,Tarjeta,0.0,Anulado
426,PG00426,426,2026-02-26,Efectivo,105.00,Pagado
427,PG00427,427,2026-05-07,Yape/Plin,70.00,Pagado
428,PG00428,428,2026-03-21,Transferencia,493.44,Pagado
429,PG00429,429,2026-03-05,Tarjeta,113.76,Pagado
430,PG00430,430,2026-05-06,Efectivo,0.0,Anulado
431,PG00431,431,2026-04-09,Yape/Plin,403.95,Pagado
432,PG00432,432,2026-06-25,Transferencia,1547.52,Parcial
433,PG00433,433,2026-05-26,Tarjeta,183.26,Pagado
434,PG00434,434,2026-01-13,Efectivo,436.77,Pagado
435,PG00435,435,2026-03-22,Yape/Plin,0.0,Anulado
436,PG00436,436,2026-04-13,Transferencia,0.0,Anulado
437,PG00437,437,2026-05-01,Tarjeta,0.0,Anulado
438,PG00438,438,2026-02-07,Efectivo,230.29,Pagado
