id_incidencia,codigo_incidencia,id_operacion,tipo_incidencia,severidad,fecha_reporte,estado_incidencia
63,I00063,299,Demora,Media,2026-03-17,Abierta
64,I00064,413,Falla de registro,Alta,2026-01-20,Cerrada
65,I00065,17,Falla de registro,Alta,2026-05-14,Abierta
66,I00066,362,Reprogramaci?n,Media,2026-03-30,Abierta
67,I00067,490,Reclamo,Baja,2026-05-17,Cerrada
68,I00068,197,Reprogramaci?n,Media,2026-05-05,Cerrada
69,I00069,81,Falla de registro,Media,2026-04-08,Abierta
70,I00070,434,Dato inconsistente,Alta,2026-05-27,Abierta
71,I00071,454,Falla de registro,Media,2026-03-27,Cerrada
72,I00072,35,Falla de registro,Baja,2026-05-09,En revisi?n
73,I00073,11,Reprogramaci?n,Media,2026-03-13,En revisi?n
74,I00074,38,Reclamo,Baja,2026-06-26,Abierta
75,I00075,462,Reprogramaci?n,Media,2026-03-01,En revisi?n
76,I00076,488,Reclamo,Alta,2026-06-27,Abierta
77,I00077,309,Dato inconsistente,Baja,2026-05-21,Abierta
78,I00078,306,Falla de registro,Baja,2026-02-21,Cerrada
79,I00079,8,Reclamo,Baja,2026-01-13,Abierta
80,I00080,354,Dato inconsistente,Baja,2026-03-18,En revisi?n
81,I00081,361,Reclamo,Baja,2026-05-20,Cerrada
82,I00082,93,Dato inconsistente,Alta,2026-04-01,Abierta
83,I00083,117,Demora,Alta,2026-03-24,Abierta
84,I00084,357,Reprogramaci?n,Alta,2026-05-24,Cerrada
85,I00085,9,Falla de registro,Media,2026-02-26,Abierta
86,I00086,120,Reprogramaci?n,Alta,2026-04-23,En revisi?n
87,I00087,493,Falla de registro,Alta,2026-02-15,Abierta
88,I00088,463,Reclamo,Baja,2026-02-20,Abierta
89,I00089,483,Reclamo,Baja,2026-02-08,Abierta
90,I00090,169,Reclamo,Alta,2026-03-29,Cerrada
91,I00091,167,Falla de registro,Media,2026-01-16,Cerrada
92,I00092,334,Falla de registro,Baja,2026-05-20,Abierta
93,I00093,476,Falla de registro,Baja,2026-06-11,En revisi?n
94,I00094,1,Reclamo,Baja,2026-02-23,En revisi?n
95,I00095,408,Demora,Alta,2026-06-23,Cerrada
